delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-0.61111111	-22.77777778	-50.15132456	0.7159950057	continued:5	1,1,1,1,1,1,1,-1	1,-1,-1,-1,-1,-1,-1,1	1671.239002,8345.244569,9941.975177,10313.60198,10761.14421,11355.79534,12506.74622,18015.94473	236.2641344,5221.427283,6810.785326,7179.726016,7622.648997,8207.12887,9287.540768,14937.04857	0.9750205014,0.2863543259,0.344455925,0.3670401329,0.4048696157,0.4826986923,0.7923133186,-0.04839975824	0.9968646853,-0.000867184366,-0.001072009216,-0.001157233102,-0.001306886887,-0.001646705797,-0.004002527436,7.894268701e-05	ok
-0.50000000	-22.77777778	-50.44963338	0.7132016568	full	1,-1,-1,-1,-1,-1,-1,1	1,-1,-1,-1,-1,-1,-1,1	2157.022472,8022.297942,9612.507199,9982.365167,10428.70947,11026.8719,12283.63175,17505.56533	233.9514481,5268.11232,6851.330113,7218.690393,7660.642472,8248.826099,9413.048878,14751.68112	0.9756166341,-0.008685240839,-0.01081784089,-0.01171635617,-0.01332600967,-0.01716732142,-0.06152714564,0.001216215697	0.9968666679,-0.0005405281344,-0.0006719725566,-0.0007268018007,-0.0008243687033,-0.00105265522,-0.003123049769,5.870109882e-05	ok
-1.50000000	-20.00000000	-49.25007470	0.8128040769	continued:5	1,1,1,1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	9.574087243,1557.316103,8563.636373,10947.29963,16506.61796,17549.2866,18573.34853,25533.20397	242.685973,4940.761148,5968.910748,6290.682572,6650.248485,7068.19438,7580.289298,8280.93302	0.9660189471,0.9813894449,0.9552030162,0.9845402855,-0.8365557619,-0.8842191707,-0.9487781744,-0.9476586502	0.9971559024,-0.02905505805,-0.03250429781,-0.03380707904,-0.03576869037,-0.03886602093,-0.04443826877,-0.05834887059	ok
-1.38888889	-20.00000000	-49.80475440	0.8100107280	full	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	51.05934165,1910.047052,8671.258022,9770.084199,10906.68193,18048.76708,19058.19603,19930.29424	240.2986692,4973.096826,6313.028076,6668.231696,7080.811999,7586.700147,8281.302835,16393.70453	0.9939980559,0.9819471893,0.8684565236,0.9107877324,0.9652319364,0.810567961,0.858305491,0.9223799856	0.9971615862,-0.01736985208,-0.02029283834,-0.02148584334,-0.0233794281,-0.0268060965,-0.03547719881,-0.05622921598	ok
-1.27777778	-20.00000000	-42.98288367	0.7194127044	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	209.71827,745.3195354,1538.128311,9505.570432,10872.71971,11237.96134,11667.65592,12207.74893	237.9696424,5009.469309,6340.261485,6691.673173,7099.500111,7600.097105,8290.677817,16186.8081	0.9802398342,0.9831748918,0.9804247643,0.9313059619,0.9533860572,0.9549392707,0.9559771728,0.9575343897	0.9971663741,-0.01048985235,-0.01230454137,-0.01303674969,-0.01420603286,-0.01633668969,-0.02181919644,-0.0121829071	ok
-1.16666667	-20.00000000	-45.38447065	0.7166193555	continued:5	1,1,1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	368.818129,984.7193463,2100.170534,9044.098466,10408.83706,10772.63319,11201.48059,11743.91022	235.6964344,5049.010456,6371.316663,6719.517877,7123.136866,7619.247442,8307.649694,16008.59557	0.9751050051,0.9810112234,0.9806184934,-0.8544907496,-0.9050945495,-0.9178743397,-0.9322815203,-0.9504340725	0.9971702899,-0.006383349503,-0.007518461682,-0.007971077164,-0.008699083604,-0.01003643252,-0.01354824503,-0.003572329256	ok
-1.05555556	-20.00000000	-47.08117538	0.7138260066	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	547.2655182,1256.710766,8751.895149,10077.16314,10426.43007,10832.44056,11335.81257,12052.81319	233.4767347,5091.054295,6405.190056,6750.955379,7150.868134,7643.221805,8331.208694,15849.2059	0.9724060375,0.9794287057,0.4991856166,0.558485212,0.5811626032,0.6119152915,0.6615274657,0.7588561254	0.9971733554,-0.00390699275,-0.004621510274,-0.004902655972,-0.005358978314,-0.006205084342,-0.008481331415,-0.001270418383	ok
-0.94444444	-20.00000000	-48.38669677	0.7110326577	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	746.6573053,1586.506804,8562.625316,10230.5134,10634.46961,11137.11207,11863.00244,19117.59587	231.3083693,5135.081873,6785.347207,7182.028264,7671.302329,8360.626064,15698.94461,17359.29857	0.9719817448,0.9784089881,0.6255330398,0.7055747321,0.7321840496,0.772841675,0.8459898755,0.128246283	0.9971755911,-0.00240203592,-0.003029393213,-0.003317004873,-0.003855952052,-0.0053476482,-0.0005165103895,-0.0006536735794	ok
-0.83333333	-20.00000000	-49.38009708	0.7082393089	continued:5	1,1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	972.321635,2036.164172,7996.913037,9653.368237,10053.3541,10551.53689,11275.99774,18331.58092	229.1892902,5180.68339,6822.178197,7216.088392,7702.923957,8395.38479,15548.84196,17198.33259	0.9721311185,0.9785324034,-0.4666484976,-0.5516844121,-0.5843281375,-0.6381955105,-0.7496797097,-0.07072475451	0.9971770157,-0.001481990095,-0.001878820291,-0.002060932146,-0.002406257495,-0.003394175473,-0.0002308713773,-0.0002935061144	ok
-0.72222222	-20.00000000	-50.10911164	0.7110326577	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1333.321975,8395.393009,10034.48123,10428.29218,10917.50623,11627.08393,18536.98722,20177.44243	227.1175666,5227.531415,6861.022377,7252.621499,7737.635467,8435.139408,15390.71839,17030.76655	0.9731937559,0.1772530796,0.2227579956,0.2430566703,0.2810194254,0.3858782244,0.02049222708,0.02614435901	0.997177647,-0.0009169377334,-0.001168765406,-0.001284526204,-0.001506957661,-0.002168129085,-0.0001097019771,-0.0001401524117	ok
-0.61111111	-20.00000000	-50.56818535	0.7082393089	continued:5	1,1,1,1,1,1,1,1	1,-1,-1,-1,-1,-1,-1,-1	1712.611546,8243.965955,9876.779936,10269.11402,10757.9299,11477.71567,18149.32916,19781.40694	225.0913756,5275.361737,6901.51583,7291.277954,7775.072808,8479.695639,15218.18415,16849.87969	0.9735509323,0.2437990751,0.3046552298,0.3312634155,0.3803216691,0.511986048,0.0224570283,0.02879688056	0.997177501,-0.0005686508132,-0.0007289058473,-0.0008027372756,-0.0009467025434,-0.001394001635,-5.338680428e-05,-6.856599607e-05	ok
-0.50000000	-20.00000000	-50.85328090	0.7054459600	full	1,-1,-1,-1,-1,-1,-1,-1	1,-1,-1,-1,-1,-1,-1,-1	2222.927035,8001.673925,9627.37817,10018.20249,10506.16795,11235.49784,17662.08017,19286.51054	223.1089953,5323.959187,6943.291938,7331.767998,7814.940327,8529.005931,15029.13237,16653.27458	0.9741769727,-0.006967594784,-0.009001016962,-0.009949484482,-0.01184560292,-0.01826538402,-0.000482358485,-0.0006230018328	0.9971765928,-0.0003533506718,-0.00045558802,-0.0005028110242,-0.0005964135428,-0.0009025295389,-2.540004366e-05,-3.280462166e-05	ok
